acc_genome,integron_id,locus_id
GCA_061095445.1_ASM6109544v1_genomic.attC_filtered,integron_01,ACFDNT010000318.1
GCA_061095465.1_ASM6109546v1_genomic.attC_filtered,integron_01,ACFDNS010000285.1
GCA_061095465.1_ASM6109546v1_genomic.attC_filtered,integron_01,ACFDNS010000177.1
GCA_061095475.1_ASM6109547v1_genomic.attC_filtered,integron_01,DBQYBX010000230.1
GCA_061095475.1_ASM6109547v1_genomic.attC_filtered,integron_01,DBQYBX010000228.1
GCA_061095565.1_ASM6109556v1_genomic.attC_filtered,integron_01,ACFDNV010000039.1
GCA_061095565.1_ASM6109556v1_genomic.attC_filtered,integron_01,ACFDNV010000325.1
GCA_061095585.1_ASM6109558v1_genomic.attC_filtered,integron_01,ACFDNW010000257.1
GCA_061095585.1_ASM6109558v1_genomic.attC_filtered,integron_01,ACFDNW010000149.1
GCA_061095585.1_ASM6109558v1_genomic.attC_filtered,integron_01,ACFDNW010000392.1
GCA_061095585.1_ASM6109558v1_genomic.attC_filtered,integron_01,ACFDNW010000396.1
GCA_061095585.1_ASM6109558v1_genomic.attC_filtered,integron_01,ACFDNW010000395.1
GCA_061097785.1_ASM6109778v1_genomic.attC_filtered,integron_01,ACFDPW010000246.1
GCA_061097785.1_ASM6109778v1_genomic.attC_filtered,integron_01,ACFDPW010000331.1
GCA_061097785.1_ASM6109778v1_genomic.attC_filtered,integron_01,ACFDPW010000200.1
GCA_061097805.1_ASM6109780v1_genomic.attC_filtered,integron_01,ACFDPY010000320.1
GCA_061097805.1_ASM6109780v1_genomic.attC_filtered,integron_01,ACFDPY010000182.1
GCA_061097805.1_ASM6109780v1_genomic.attC_filtered,integron_01,ACFDPY010000319.1
GCA_061097845.1_ASM6109784v1_genomic.attC_filtered,integron_01,ACFDPV010000143.1
GCA_061097845.1_ASM6109784v1_genomic.attC_filtered,integron_01,ACFDPV010000375.1
GCA_061097845.1_ASM6109784v1_genomic.attC_filtered,integron_01,ACFDPV010000374.1
GCA_061097845.1_ASM6109784v1_genomic.attC_filtered,integron_01,ACFDPV010000369.1
GCA_061098005.1_ASM6109800v1_genomic.attC_filtered,integron_01,ACFDQB010000248.1
GCA_061098025.1_ASM6109802v1_genomic.attC_filtered,integron_01,ACFDQD010000248.1
GCA_061098065.1_ASM6109806v1_genomic.attC_filtered,integron_01,ACFDQC010000356.1
GCA_061098065.1_ASM6109806v1_genomic.attC_filtered,integron_01,ACFDQC010000036.1
GCA_061098205.1_ASM6109820v1_genomic.attC_filtered,integron_01,ACFDQE010000319.1
GCA_061098205.1_ASM6109820v1_genomic.attC_filtered,integron_01,ACFDQE010000199.1
GCA_061098205.1_ASM6109820v1_genomic.attC_filtered,integron_01,ACFDQE010000320.1
GCA_061098365.1_ASM6109836v1_genomic.attC_filtered,integron_01,ACFDQK010000252.1
GCA_061098445.1_ASM6109844v1_genomic.attC_filtered,integron_01,ACFDQO010000377.1
GCA_061098445.1_ASM6109844v1_genomic.attC_filtered,integron_01,ACFDQO010000354.1
GCA_061098445.1_ASM6109844v1_genomic.attC_filtered,integron_01,ACFDQO010000372.1
GCA_061098445.1_ASM6109844v1_genomic.attC_filtered,integron_01,ACFDQO010000148.1
GCA_061098445.1_ASM6109844v1_genomic.attC_filtered,integron_01,ACFDQO010000378.1
GCA_061098485.1_ASM6109848v1_genomic.attC_filtered,integron_01,ACFDQL010000335.1
GCA_061098485.1_ASM6109848v1_genomic.attC_filtered,integron_01,ACFDQL010000029.1
GCA_061098515.1_ASM6109851v1_genomic.attC_filtered,integron_01,ACFDQP010000183.1
GCA_061098515.1_ASM6109851v1_genomic.attC_filtered,integron_01,ACFDQP010000329.1
GCA_061098625.1_ASM6109862v1_genomic.attC_filtered,integron_01,ACFDQR010000220.1
GCA_061098625.1_ASM6109862v1_genomic.attC_filtered,integron_01,ACFDQR010000104.1
GCA_061098685.1_ASM6109868v1_genomic.attC_filtered,integron_01,ACFDQT010000208.1
GCA_061098685.1_ASM6109868v1_genomic.attC_filtered,integron_01,ACFDQT010000361.1
GCA_061098705.1_ASM6109870v1_genomic.attC_filtered,integron_01,ACFDQM010000184.1
GCA_061098705.1_ASM6109870v1_genomic.attC_filtered,integron_01,ACFDQM010000326.1
GCA_061098735.1_ASM6109873v1_genomic.attC_filtered,integron_01,ACFDQS010000257.1
GCA_061179575.1_ASM6117957v1_genomic.attC_filtered,integron_01,ACFDQZ010000346.1
GCA_061179655.1_ASM6117965v1_genomic.attC_filtered,integron_01,ACFDQX010000339.1
GCA_061179655.1_ASM6117965v1_genomic.attC_filtered,integron_01,ACFDQX010000334.1
GCA_061179655.1_ASM6117965v1_genomic.attC_filtered,integron_01,ACFDQX010000335.1
GCA_061179655.1_ASM6117965v1_genomic.attC_filtered,integron_01,ACFDQX010000340.1
GCA_061179655.1_ASM6117965v1_genomic.attC_filtered,integron_01,ACFDQX010000211.1
GCA_061179775.1_ASM6117977v1_genomic.attC_filtered,integron_01,ACFDQW010000331.1
GCA_061179775.1_ASM6117977v1_genomic.attC_filtered,integron_01,ACFDQW010000332.1
GCA_061179775.1_ASM6117977v1_genomic.attC_filtered,integron_01,ACFDQW010000214.1
GCA_061215145.1_ASM6121514v1_genomic.attC_filtered,integron_01,JANSKE010000074.1
GCA_061215185.1_ASM6121518v1_genomic.attC_filtered,integron_01,JANSKF010000073.1
